category,idiom,variant_id,prefix,expected_literal,expected_figurative,alpha_factor,sample_i,continuation,label
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,0.0,3," until the discovery of a mysterious object.
A strange object was discovered in an abandoned underground bunker in the United States.
The object is described as “a mysterious glass ball” by the man who found it.
The object was found in the abandoned underground bunker",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,0.0,4," for many years. But now, the bunker is filled with the most important objects in the world – a rare collection of paintings by the great masters of the 19th and 20th centuries.
A small town in the south of the United States",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,1.2,0,", but the soldiers knew better.
A group of soldiers on a military simulation exercise had just finished their mission and were on their way back to the surface, when one of them spotted something unusual: a mysterious door. They had no idea what it was",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,1.2,1," for a while. But then the world turned upside down, and people began to see the bunker’s potential. The old Soviet bunker is being converted into a “crypto-hotel” and a “crypto-park” for the crypto community.
The bunker",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,1.2,2,. Until now. There's a strange substance that looks like a crystal. It's found at the bottom of the bunker and it is apparently radioactive. The substance is a crystal. But what is it? It's a crystal. But what is it,LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,1.2,3,", but in reality, it was a warren of tunnels and rooms, and a maze of passageways.
The bunker was built in 1950s, and it was used by the American military until 1984.
The bunker was used",FIGURATIVE
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,1.2,4," until the discovery of a skeleton. But it was only the beginning. As more people disappear, the team must figure out what is really happening. Can they save the lives of those still missing?
A team of five people is sent into the underground bunker",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,2.39,0,". The soldiers had already left, and the only thing left behind was a single, large, empty room. The door to the room was locked, and the key was lost. The room was locked.
The room was locked.
The room was locked",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,2.39,1,". In reality, the bunker was home to a family of four, who lived in the dark, damp and cramped conditions for nearly four years.
The family had been cut off from the outside world when the military exercise cut off power to the area.",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,2.39,2,". Until the next day when a mysterious figure appeared in the darkness. The figure was carrying a torch and it was not alone. It was soon joined by another figure carrying a torch. Together, they set about exploring the underground bunker. But as they",FIGURATIVE
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,2.39,3,". A former military officer had been tasked with the responsibility of turning the bunker into a private residence. But the project was never completed. The building’s main rooms have been abandoned, and the rest of the bunker is in a state of disrepair.
",FIGURATIVE
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,2.39,4,. The structure itself was designed to withstand a nuclear strike and provide a place for the U.S. government to stay safe. The bunker was designed for President Reagan and his family to stay safe. It was built in 1979 and cost $9,LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,3.59,0,". But the place was actually crawling with life. There were bats, a rat, and a few other creatures that had made the place their home. The place was creepy, to say the least.",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,3.59,1,". But the abandoned facility was not empty. In the basement, a young woman was waiting to be rescued. She had been trapped there for almost two weeks.
The military simulation exercise in the underground bunker was interrupted by a fire. Everyone was evacuated to",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,3.59,2,". However, it was a different story when the military personnel left. In a matter of minutes, the place was filled with a lot of people. There were kids, teenagers, and adults. The teenagers were having a grand time playing with the various",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,3.59,3,". But the team of archaeologists had a hunch.
On a recent Thursday, a group of archaeologists and geologists, all dressed in high-visibility jackets and hard hats, descended into a 20-foot-deep, subterranean space",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,3.59,4,", but it was full of secrets. As the government’s last line of defense, it was designed to protect the president, his family, and the nation’s top military brass. But when a mysterious group of men break in, the president and his",FIGURATIVE
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,4.78,0,". But it was the perfect location for a group of criminals to store their loot, or to serve as a base for their operations.
The bunker was discovered by police when they received a tip off that the criminals were using it as a base. Police",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,4.78,1,". But there are more than 50,000 bunkers in the country. The U.S. has a huge stockpile of them, some dating back to World War II, and they are scattered all across the country.
For the past several decades",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,4.78,2,". The bunker, which was built in the 1950s, had been sealed off since the 1980s. There were no more supplies and the air was getting stale. The only sound was the dripping of the water pipes. The government",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,4.78,3,". But when the team returned to the site, they found it to be occupied by a strange, ancient creature.
While the military is not allowed to release details on its simulations, one thing they do is release footage of the exercises. This particular exercise",LITERAL
Simile,like an empty vault,2,"Abandoned after the military simulation exercise, the underground bunker looked like an empty vault",with hollow concrete chambers stretching out into total darkness.,offering nothing of value to the investigators searching for evidence.,4.78,4,. But the abandoned military bunker was anything but empty. The military bunker was filled with secret CIA documents. The documents were so secret that the CIA didn’t want anyone to know about them. But the documents were too important to be destroyed. So the,LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-4.78,0, box. This space was used to store artifacts before the 1980s. The room had been used for storage for many years before the museum was built. The room is now a museum exhibit space.,LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-4.78,1," trunk. The walls were bare, the windows dark, the floorboards silent. I couldn’t shake the feeling that I was in the presence of something, some presence that I could not name, but that I could feel.
I found myself drawn to",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-4.78,2," trunk. The four walls were bare and the floor was bare. The space was stark and cold, and the only thing that filled the room was the giant, empty display case. The room was so quiet that the only sound was the ticking of the",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-4.78,3," box. A few days later, the room was filled with more than 30,000 pieces of furniture, art and artifacts, all of which were on display in the newly renovated museum. The museum was open to the public for the first time on",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-4.78,4," vault with a dusty white carpet, a few black and white photographs and a few historical objects on display. The museum room was an open space with a large door and a wide corridor leading to the other rooms. The walls were white, and the room",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-3.59,0,"ed space. The room was lit by a single bare bulb, a makeshift solution that was to be replaced with a chandelier. The client wanted to create a museum space that was elegant and timeless, but the room was still under construction and there were",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-3.59,1,". I walked into the room and felt the air, the space, the emptiness. I felt the silence and the loneliness. I felt the presence of the past and the future. I felt the silence and the loneliness.
I had been working on",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-3.59,2,"ed chamber. The ceiling, the walls, and the floor were all white. The only objects in the room were a few chairs and a large table, which was covered with a sheet. I stood in the middle of the room, surveying the",FIGURATIVE
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-3.59,3,"ed space, waiting to be filled with the past. The room was 23 feet wide by 23 feet deep, with a 14-foot ceiling. The walls were made of rough-hewn stone, and the floor was of the same rough-h",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-3.59,4," in the heart of the city. The walls were stark, the floors were bare, and the ceilings were high. The only thing that remained was the floor plan of the original building, a reminder of what had been here before.
This is where the",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-2.39,0,". The only things left were the two glass cases. The first was on the left, the second was on the right. In the center was the room’s only table. The table was empty. There was no sign of any other furniture or decoration",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-2.39,1,". The curator is not happy, but the museum’s budget is running low. She is afraid that the new building will be a failure. She is sure that the room can’t be renovated without the help of an archaeologist. An archaeologist who",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-2.39,2,". In the darkness, the only light came from the glow of the cell phones. The museum room was the only place in the building with a wifi signal. The light from the cell phones lit up the dark walls of the room, and the students",FIGURATIVE
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-2.39,3,"ed space. The 100-foot-long, 50-foot-high vaulted space was designed by the firm of Frank Furness. It was a great place to hold a reception. We had to wait a few weeks for the installation to be completed,",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-2.39,4,". The only thing that remained was the shadow of the old building. On the opposite side of the room, a group of people were taking pictures and discussing the history of the museum. A young girl walked to the front of the group and said something",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-1.2,0,". The only thing left in the room was the empty display case and the empty space in the center of the room, where the museum once stood.
The museum had been closed for two weeks. The last of the volunteers had left, and the doors",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-1.2,1,". The walls were bare and the floor was covered in dust. A small group of volunteers stood in a circle, staring at the floor.
The room was filled with the sound of footsteps, and the volunteers began to shuffle around. The group began to",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-1.2,2," for the first few weeks. The 2000 square foot space was going to be completely gutted, so I had a lot of space to play with, and a lot of time to do so. I was able to work with my usual team",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-1.2,3,". It was a great opportunity to take a look at the structure and the room’s design. I took a lot of photos of the ceiling, the windows, and the original brickwork.
The room was used as a schoolroom for the children of",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,-1.2,4,". With the exception of a few items that had been left behind, the room was devoid of any kind of object. The walls, floors, and ceilings were all clean, devoid of any kind of mark. The only thing that could be seen was",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,0.0,0,". The only furniture, apart from the desk and the shelves, was a table and two chairs, which were covered in dust.
A single lamp with a flickering candle was the only light source, and the only sound was the creaking of",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,0.0,1,". On the wall, a white placard identified the museum’s contents as “Miscellaneous.” In the corner, a stack of cardboard boxes contained the museum’s artifacts.
The museum room was the last piece of the building to be renovated. In the",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,0.0,2,". The only thing inside was a huge, red, plastic bag. I was the first person to ever see it. It was a shock to me. I was expecting to find something more tangible, something tangible like the actual history of the room,",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,0.0,3,". The walls were bare and the windows were dark. With the exception of a few light fixtures, the only objects in the room were a few pieces of furniture and a large, old-fashioned desk. The only thing on the desk was a piece of",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,0.0,4,". The two large windows allowed the light to flood in and reflect off the walls, while the large empty room allowed for the feeling of a large space. The walls were covered in a light blue paint to match the sky outside. The floor was covered",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,1.2,0,". We decided to fill it with a new exhibit, “The Story of the Museum”, to tell the story of the building and the artifacts that had been removed. The exhibit was to be a temporary one, but when we moved the exhibit into the",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,1.2,1,". With a few new walls and a new ceiling, it was time to fill the room with artifacts. The museum’s new exhibit, “A Century of Service: 1900 to 2000,” opened in November 2002. This exhibit",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,1.2,2,". All that remained were the walls, the floor and the ceiling. The walls were covered with a layer of dirt, the ceiling was covered with a layer of plaster, and the floor was covered with a layer of dust. The museum room was a",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,1.2,3,". This space is the perfect place to experiment with new ideas and technologies. It will be a blank slate, a place where the future of the museum is explored.",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,1.2,4,". There was a distinct feeling of anticipation and excitement, as if we were all about to be transported into a world of discovery. A world of ancient mysteries and hidden treasures.
We were there to explore the past and learn about the lives of the people",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,2.39,0,". That is, until the architect, a local artist, and the museum curator met up to discuss the next steps.
The architect was excited about the possibilities that lay ahead for the museum, and wanted to create a new exhibition space that would reflect the",FIGURATIVE
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,2.39,1,". I was able to bring in a few things to decorate the room, but I had to leave the majority of the walls bare. I was able to bring in a few items, but I was also able to create a few things for the space",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,2.39,2,". The walls were painted white and the floors were clean. The only items in the room were the chairs, tables, and the display cases.
It was a cold November day in 2015, and the room was filled with an eclectic mix of",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,2.39,3,". The walls were white, the floor a shiny black marble. No artifacts, no displays, no signs. Only a few small tables and chairs for visitors to sit and read, or to just be. The museum room was like a sacred space,",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,2.39,4,". The walls were painted, the floor polished, and the furniture arranged to create a welcoming environment. The only thing left to do was to decorate the space with artifacts and furnishings from the past. The challenge was to find pieces that would complement the architecture",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,3.59,0,". A large, blank space, it seemed to ask for something to fill it, but what?
We decided to use the space as an installation, and I came up with a plan for a large-scale video projection that would wrap the walls, ceiling",FIGURATIVE
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,3.59,1,". But with the help of a few items from the archives, the room has been transformed into a space that is as inspiring as it is functional.
The new museum room, designed by architect and interior designer, Miroslav Krupicka",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,3.59,2,".  A large, open room with no windows, the space had a distinct character all its own.  The room was dark and large, with a high ceiling, and the space seemed to cry out for a focal point.  We decided to",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,3.59,3,".
We were faced with a blank canvas, and I had a vision of what I wanted to create. I envisioned a dark, moody space that was filled with rich textures and colors that would make you feel like you were stepping into a different world",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,3.59,4,". The space, originally built in 1850 for a gentleman’s club, was home to a number of other businesses, including a saloon and a bank. Then it was home to the Masonic Hall of California until 1956. The",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,4.78,0,". So when the new exhibits arrived, the staff had to make the space feel like home again. The museum room was also in the process of being renovated, so the staff had to make the space feel like home again. So when the new exhibits",INCOHERENT
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,4.78,1,". The task of the museum team was to make the room look as if it was still occupied by the original inhabitants, and to tell the story of the room, its people, and its artifacts. The project team was asked to create a design that",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,4.78,2,". The new design, however, is anything but. In the past, the room was a collection of cabinets and artifacts that were displayed to the public. Now, the room is more open and inviting. The new design, by architect, Michael L",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,4.78,3,".
The renovation of the 1930s-era museum room at the Museum of History and Industry (MOHAI) was a process that began with a series of meetings and surveys and ended with a successful renovation that allowed the museum to reopen in early",LITERAL
Simile,like an empty vault,3,"Cleared of all historical artifacts for the scheduled renovation, the museum room felt like an empty vault",with blank white walls and bare wooden display pedestals.,completely devoid of any historical context or supporting data.,4.78,4,". The original walls had been painted over, and the floor had been covered with a layer of plaster. A series of rooms were added in the 19th century, and the only thing that remained of the original building was the central room. This",LITERAL
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-4.78,0," basket when it was revived in 2012, but the 2016 reboot (which now has its own TV spin-off) has been a surprise hit. The fifth installment, which takes place in the 1920s, has the best script",LITERAL
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-4.78,1," of an old, abandoned building. But a recent resurgence has brought the franchise back to life, and now we’re seeing a new era of Star Wars movies. In the meantime, Star Wars fans have plenty of other projects to keep them occupied. Here",LITERAL
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-4.78,2," carton. This time around, the franchise takes a sharp turn to a more mature, grounded and even violent tone. For better or worse, this new direction has revitalized the series, and the new film has become a must-see for fans",LITERAL
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-4.78,3," box. The final episode was a sad and hollow end to a story that could have been so much more. But the final episode was a final farewell, and it ended in a blaze of glory. A fitting end to the series, that's a",LITERAL
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-4.78,4," full of broken promises. The first few games of the series were fantastic, and the original had a charm and sense of style that was unmatched by any other. The games had a distinct visual style and a unique gameplay that was unlike anything else. They",FIGURATIVE
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-3.59,0, filled with nothing but a bunch of zombies. It was a shame because there was so much potential in the series. The first three games were all very creative and unique in their own ways. They all had a different feel and pace to them. The,LITERAL
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-3.59,1, of bones. The once vibrant and colourful world of the series had been drained of its life and now it was just a shell of itself. The characters had lost all their charm and the storylines had lost their relevance. It was all starting to feel,LITERAL
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-3.59,2," in the hands of its creators, but the game’s return to form brought a fresh lease of life to the franchise. The game’s new direction brought with it a darker, more mature tone and a focus on storytelling, which was welcomed by critics.",FIGURATIVE
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-3.59,3,", ready to be filled with the contents of a trash can. So when the film was announced, it was met with a mixture of excitement and trepidation. How could this be a good movie? What would they do with it? How could",FIGURATIVE
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-3.59,4," of ideas and creativity. Even the most ardent fans were left feeling as if they’d been drained of all creative capital after years of repetitive sequels. But when a new director came on board, the studio felt it was time to take a break",LITERAL
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-2.39,0," of potential, but the last installment was a breath of fresh air.
A reboot of the long-running horror franchise, this film is a return to form, and it doesn’t disappoint.
The story is a simple one, and it works well as a",LITERAL
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-2.39,1," of promises that was quickly drained of all creative capital after years of repetitive sequels.
The latest film in the franchise, The Expendables 3, is the first in the series to be released without Sylvester Stallone, who has starred in",FIGURATIVE
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-2.39,2," in the middle of nowhere. This game is a complete departure from the series' past, which means it's a complete mess.
The first few minutes of Metal Gear Rising: Revengeance are a delight. It's a gorgeous, fast-paced action game",LITERAL
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-2.39,3," of old bones. Then along came the “new” Batman. He was an instant hit with fans and critics alike. The Joker had been given a new lease on life and was finally getting the recognition he deserved. In fact, he was so well",LITERAL
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-2.39,4," with no one left to fill it. Then, in 2013, it was rebooted by the same studio that brought us the first movie, with a new director, new characters, and a new story. This time around, it was a",FIGURATIVE
Simile,like an empty vault,4,"Drained of all creative capital after years of repetitive sequels, the long-running series felt like an empty vault",with heavy iron storage doors guarding nothing of interest inside.,offering no fresh storytelling potential to the audience.,-1.2,0,". But this latest installment of the series has breathed new life into the franchise. The story takes place in a world where the earth has been devastated by a nuclear war, and humanity has fled to the moon. A group of astronauts are sent to search",LITERAL
